unit_number,time_in_cycles,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_7,sensor_measurement_9,sensor_measurement_11,sensor_measurement_12,sensor_measurement_17,sensor_measurement_20,sensor_measurement_21,RUL,anomaly
1,14,0.34337349397591765,0.4776542402441706,0.2854490209318037,0.7455716586151482,0.115049807053758,0.3511904761904745,0.6353944562899727,0.4166666666666714,0.8062015503875948,0.6743993371996666,178,0.0
1,15,0.36746987951806886,0.27861347285807625,0.33558406482107017,0.6103059581320451,0.13681234855962998,0.26785714285714235,0.8123667377398789,0.25,0.6589147286821699,0.6293841480254088,177,0.0
1,16,0.27710843373492366,0.3693045563549191,0.37559081701553154,0.6586151368760227,0.12388943731490798,0.23214285714285765,0.5970149253731307,0.3333333333333357,0.6434108527131777,0.7743717205191913,176,0.0
1,17,0.4126506024096557,0.30346631785481293,0.29878460499662296,0.6360708534621438,0.14892757785156618,0.1607142857142847,0.6823027718550065,0.3333333333333357,0.5193798449612395,0.604391052195524,175,0.0
1,18,0.42469879518071707,0.43601482450403495,0.23413234301147767,0.7004830917874472,0.12483173292649496,0.2142857142857153,0.6545842217483937,0.3333333333333357,0.5813953488372086,0.6966307649820536,174,0.0
1,19,0.17469879518071707,0.36014824504033527,0.3055367994598228,0.6972624798711706,0.14475455442878626,0.32738095238095255,0.6823027718550065,0.25,0.5116279069767415,0.6244131455399042,173,0.0
1,20,0.5512048192771033,0.21953346413778263,0.3879135719108717,0.7987117552334837,0.10845373777259226,0.2202380952380949,0.7206823027718627,0.3333333333333357,0.6899224806201545,0.7288041977354354,172,0.0
1,21,0.34939759036143414,0.32766514061478347,0.2680621201890645,0.681159420289859,0.11854976218253199,0.17857142857142705,0.7953091684434952,0.3333333333333357,0.7364341085271313,0.5742888704777656,171,0.0
1,22,0.46987951807227546,0.4772182254196693,0.3092505064145854,0.6086956521739069,0.17715157497980272,0.23214285714285765,0.7057569296375306,0.3333333333333357,0.6046511627906987,0.6697045015189218,170,0.0
1,23,0.2801204819276961,0.373882712012211,0.21100607697501772,0.6650563607085331,0.11015884411738597,0.23809523809523725,0.603411513859271,0.3333333333333357,0.6201550387596875,0.7760287213476929,169,0.0
1,24,0.3524096385542066,0.43143666884674303,0.2795408507765025,0.5861513687600706,0.09885129677824978,0.3511904761904745,0.7334754797441434,0.3333333333333357,0.6666666666666643,0.6564484948909097,168,0.0
1,25,0.46987951807227546,0.5027250926531508,0.28933153274814316,0.6682769726247955,0.14551736516198588,0.3035714285714306,0.8251599147121453,0.4166666666666714,0.6279069767441854,0.7381938690969321,167,0.0
1,26,0.286144578313241,0.393285371702639,0.23328831870357902,0.6859903381642596,0.11388315534416904,0.24404761904761685,0.7654584221748308,0.5,0.5581395348837184,0.7190002761668026,166,0.0
1,27,0.37048192771086974,0.42358840200567016,0.3306887238352445,0.6795491143317349,0.11769720901013869,0.3095238095238102,0.7057569296375306,0.4166666666666714,0.6589147286821699,0.7636012151339386,165,0.0
1,28,0.34337349397591765,0.2572487464573783,0.2849426063470659,0.7777777777777715,0.12613299829489222,0.33333333333333215,0.8272921108742111,0.1666666666666714,0.6744186046511587,0.5383871858602589,164,0.0
1,29,0.2108433734939581,0.30063222149553326,0.31634031060094614,0.7085346215780959,0.1289598851296745,0.23214285714285765,0.7931769722814437,0.4166666666666714,0.6124031007751931,0.6427782380557829,163,0.0
1,30,0.29819277108435926,0.49008066274253537,0.2334571235651559,0.7278582930756841,0.10719734362380251,0.32738095238095255,0.7462686567164241,0.1666666666666714,0.7054263565891432,0.7136150234741834,162,0.0
1,31,0.2439759036144551,0.2864617396991562,0.24729912221472006,0.6892109500805219,0.16624786861707008,0.33333333333333215,0.6950959488273014,0.3333333333333357,0.6201550387596875,0.6090858878762759,161,0.0
1,32,0.33734939759037275,0.44342707652060653,0.30570560432140326,0.8228663446054867,0.13120344610966583,0.23809523809523725,0.6886993603411469,0.3333333333333357,0.6821705426356601,0.8363711681855861,160,0.0
1,33,0.45180722891566916,0.37846086766950293,0.3406482106684692,0.7665056360708604,0.11397289778335562,0.25595238095238315,0.6865671641790954,0.3333333333333357,0.5348837209302282,0.6302126484396595,159,0.0
1,34,0.40060240963853744,0.2273817309788555,0.307731262660365,0.7165861513687588,0.11096652607017887,0.3690476190476204,0.6417910447761273,0.3333333333333357,0.5193798449612395,0.573046119856393,158,0.0
1,35,0.37048192771086974,0.413342053629826,0.3502700877785294,0.7165861513687588,0.10782554069820094,0.2738095238095255,0.6524520255863564,0.25,0.7674418604651159,0.721071527202426,157,0.0
1,36,0.40060240963853744,0.2328319162851571,0.39314652261985117,0.7536231884057969,0.10244099434622456,0.23809523809523725,0.7739872068230369,0.3333333333333357,0.5581395348837184,0.740955537144437,156,0.0
1,37,0.23493975903613773,0.175931981687377,0.2810600945307229,0.7697262479871227,0.15126088127075832,0.26190476190476275,0.7675906183368824,0.3333333333333357,0.6589147286821699,0.7470312068489307,155,0.0
1,38,0.216867469879503,0.40462175713974347,0.29118838622552445,0.780998389694048,0.1504980705375587,0.25000000000000355,0.7953091684434952,0.3333333333333357,0.7131782945736447,0.8044739022369498,154,0.0
1,39,0.24096385542168264,0.2653150207107089,0.31127616475354714,0.6634460547504091,0.13474827245804732,0.1607142857142847,0.7547974413646159,0.3333333333333357,0.4341085271317837,0.6568627450980387,153,0.0
1,40,0.31024096385542066,0.24068018312622996,0.32950708980418497,0.7600644122383358,0.1402225612492103,0.2857142857142847,0.6716417910447774,0.3333333333333357,0.5426356589147296,0.666528583264288,152,0.0
1,41,0.3584337349397515,0.4419010246348378,0.353814989871708,0.6231884057971087,0.12231894462891546,0.1428571428571459,0.7206823027718627,0.3333333333333357,0.7674418604651159,0.7597348798674446,151,0.0
1,42,0.27409638554217963,0.296926095487251,0.3229237002025691,0.6586151368760227,0.15853001884590867,0.38095238095238315,0.7547974413646159,0.3333333333333357,0.6666666666666643,0.6639049986191665,150,0.0
1,43,0.31024096385542066,0.44647918029212974,0.4017555705604323,0.6167471819645698,0.16220945885309135,0.2797619047619051,0.8635394456290015,0.3333333333333357,0.6589147286821699,0.5807787903893953,149,0.0
1,44,0.216867469879503,0.34663178548071016,0.31988521269412473,0.69243156199677,0.11280624607377376,0.3571428571428612,0.7697228144989197,0.3333333333333357,0.7131782945736447,0.8024026512013265,148,0.0
1,45,0.397590361445765,0.24809243514280155,0.2854490209318037,0.6409017713365586,0.17315803643543148,0.3571428571428612,0.6481876332622676,0.4166666666666714,0.5038759689922472,0.6905550952775457,147,0.0
1,46,0.36746987951806886,0.37606278613473165,0.32106684672518426,0.6296296296296333,0.17342726375302675,0.2083333333333357,0.7100213219616194,0.4166666666666714,0.6124031007751931,0.6632145816072921,146,0.0
1,47,0.3012048192771033,0.20231087856987529,0.3484132343011481,0.7294685990338223,0.13600466660684418,0.2202380952380949,0.6716417910447774,0.3333333333333357,0.6589147286821699,0.8189726594863345,145,0.0
1,48,0.2048192771084132,0.3808589492042742,0.2854490209318037,0.6714975845410578,0.1055819797182096,0.32738095238095255,0.6865671641790954,0.3333333333333357,0.6201550387596875,0.6500966583816634,144,0.0
1,49,0.3072289156626482,0.29016786570743847,0.2618163403106024,0.7053140096618336,0.1297226958628741,0.2202380952380949,0.5714285714285694,0.3333333333333357,0.7131782945736447,0.7671913835956943,143,0.0
1,50,0.46987951807227546,0.3804229343797729,0.3607359891964883,0.6553945249597319,0.12056896706452847,0.3690476190476204,0.7761194029850884,0.3333333333333357,0.550387596899224,0.7130626898646781,142,0.0
1,51,0.4819277108433653,0.31611074776542836,0.3067184334908859,0.6247987117552327,0.11379341290496114,0.1607142857142847,0.6865671641790954,0.4166666666666714,0.6201550387596875,0.6502347417840397,141,0.0
1,52,0.466867469879503,0.27752343579682304,0.22484807562457831,0.5136876006441184,0.15381854078793822,0.13095238095238315,0.7270788912580031,0.25,0.6666666666666643,0.6139188069594042,140,0.0
1,53,0.4216867469879446,0.1914105079572721,0.33777852802160524,0.6940418679549083,0.13201112806245874,0.26190476190476275,0.6972281449893529,0.3333333333333357,0.5891472868217029,0.6673570836785458,139,0.0
1,54,0.3644578313252964,0.4698059734030977,0.31988521269412473,0.6602254428341467,0.15507493493673508,0.31547619047619335,0.7995735607675982,0.3333333333333357,0.6356589147286797,0.47031206848937046,138,0.0
1,55,0.36144578313252396,0.3032483104425623,0.3262997974341637,0.7407407407407476,0.12209458853092059,0.32738095238095255,0.7292110874200404,0.3333333333333357,0.7131782945736447,0.6386357359845363,137,0.0
1,56,0.3855421686747036,0.3333333333333357,0.3124577987846031,0.6650563607085331,0.09283855335188207,0.24404761904761685,0.8081023454157901,0.25,0.4186046511627879,0.616680475006909,136,0.0
1,57,0.27710843373492366,0.2753433616743024,0.34672518568534727,0.5748792270531311,0.13044063537646622,0.26190476190476275,0.6247334754797436,0.3333333333333357,0.5426356589147296,0.6386357359845363,135,0.0
1,58,0.20783132530118564,0.4233703945934195,0.2656988521269419,0.690821256038646,0.12833168805528317,0.24404761904761685,0.7505330490405271,0.1666666666666714,0.6124031007751931,0.5455675227837631,134,0.0
1,59,0.33734939759037275,0.5598430346631815,0.358879135719107,0.7681159420289845,0.1271201651260867,0.24404761904761685,0.5607675906183403,0.3333333333333357,0.6046511627906987,0.7597348798674446,133,0.0
1,60,0.3403614457831452,0.2552866797471154,0.3514517218095854,0.6682769726247955,0.13443417392085166,0.33333333333333215,0.8102345415778274,0.4166666666666714,0.5813953488372086,0.6804750069041674,132,0.0
1,61,0.2680722891566347,0.2727272727272734,0.3928089128966903,0.6827697262479973,0.12945346854527884,0.2738095238095255,0.7782515991471257,0.25,0.5813953488372086,0.6484396575531619,131,0.0
1,62,0.2891566265060135,0.22999781992587742,0.29186360567184266,0.7407407407407476,0.14309431930360006,0.25595238095238315,0.7462686567164241,0.25,0.6899224806201545,0.5198840099420039,130,0.0
1,63,0.41867469879517216,0.45999563985176195,0.2216407832545606,0.5845410628019323,0.12667145293008986,0.39285714285714235,0.6119402985074487,0.5,0.4883720930232549,0.6205468102734031,129,0.0
1,64,0.3072289156626482,0.29365598430347006,0.3014854827819029,0.6489533011272073,0.09844745580185332,0.3571428571428612,0.6673773987206886,0.25,0.6124031007751931,0.6763325048329207,128,0.0
1,65,0.32228915662648205,0.298234139960762,0.35432140445644933,0.6634460547504091,0.09997307726824545,0.422619047619051,0.6076759061833599,0.3333333333333357,0.5891472868217029,0.664181165423912,127,0.0
1,66,0.38855421686747604,0.38064094179202357,0.2915259959486818,0.6682769726247955,0.16925424033025394,0.17261904761904745,0.6545842217483937,0.25,0.6279069767441854,0.5813311239988934,126,0.0
1,67,0.33734939759037275,0.41813821669936857,0.35060769750168674,0.7181964573268829,0.12792784707888671,0.32142857142857295,0.842217484008529,0.4166666666666714,0.6434108527131777,0.547914940624139,125,0.0
1,68,0.3915662650602485,0.24024416830172157,0.37424037812289157,0.6747181964573201,0.13483801489724812,0.3035714285714306,0.6460554371002161,0.3333333333333357,0.6279069767441854,0.5843689588511438,124,0.0
1,69,0.37048192771086974,0.42860257248747047,0.3205604321404465,0.7729468599033851,0.12949833976487923,0.33333333333333215,0.7526652452025644,0.3333333333333357,0.6666666666666643,0.6628003314001631,123,0.0
1,70,0.30421686746987575,0.2829736211031175,0.34655638082376683,0.6698872785829337,0.14224176613120676,0.33333333333333215,0.6908315565031842,0.3333333333333357,0.5581395348837184,0.7692626346313176,122,0.0
1,71,0.3012048192771033,0.20427294528014528,0.3517893315327463,0.6779388083735824,0.10930629094499267,0.26785714285714235,0.6460554371002161,0.25,0.5116279069767415,0.6819939243302997,121,0.0
1,72,0.36144578313252396,0.17898408545890732,0.4145847400405138,0.6296296296296333,0.14668401687158195,0.25000000000000355,0.6993603411513902,0.25,0.5426356589147296,0.5720795360397659,120,0.0
1,73,0.3253012048192545,0.4578155657292342,0.2646860229574628,0.6489533011272073,0.12523557390289852,0.26190476190476275,0.7142857142857082,0.25,0.6899224806201545,0.694973764153552,119,0.0
1,74,0.5271084337349521,0.2967080880750004,0.3246117488183664,0.6731078904991961,0.10822938167459739,0.4345238095238102,0.7590618336887047,0.3333333333333357,0.5116279069767415,0.673570836785423,118,0.0
1,75,0.2259036144578488,0.2459123610202738,0.21218771100607725,0.6038647342995205,0.09238984115588522,0.2202380952380949,0.6567164179104452,0.3333333333333357,0.5813953488372086,0.6322838994752829,117,0.0
1,76,0.3012048192771033,0.39611946806191867,0.28173531397704465,0.6135265700483075,0.15624158664632404,0.3511904761904745,0.6162046908315659,0.1666666666666714,0.6821705426356601,0.7575255454294378,116,0.0
1,77,0.4036144578313099,0.33267931109657667,0.31600270087778526,0.7665056360708604,0.11087678363098519,0.33333333333333215,0.6204690831556547,0.4166666666666714,0.6589147286821699,0.5258215962441284,115,0.0
1,78,0.23493975903613773,0.2119032047089604,0.36883862255232813,0.5829307568438082,0.0926141972538872,0.32738095238095255,0.7654584221748308,0.3333333333333357,0.5736434108527142,0.6274509803921546,114,0.0
1,79,0.27409638554217963,0.24896446479180412,0.3659689399054713,0.6312399355877574,0.11724849681414895,0.29761904761904745,0.6737739872068289,0.5,0.5891472868217029,0.5770505385252704,113,0.0
1,80,0.21987951807230388,0.45607150643122196,0.19125590817015237,0.6537842190016079,0.09844745580185332,0.4702380952380949,0.603411513859271,0.3333333333333357,0.5813953488372086,0.6449875724937826,112,0.0
1,81,0.45783132530121406,0.3004142140832826,0.3340648210668462,0.6489533011272073,0.10580633581620447,0.3452380952380949,0.6332622601279212,0.3333333333333357,0.4883720930232549,0.6611433305716687,111,0.0
1,82,0.24999999999997158,0.39306736429038835,0.28561782579338413,0.6972624798711706,0.11886386071973476,0.23809523809523725,0.6950959488273014,0.4166666666666714,0.5813953488372086,0.5207125103562547,110,0.0
1,83,0.4367469879518069,0.3708306082406807,0.40732613099257264,0.5861513687600706,0.12272278560531191,0.2202380952380949,0.6908315565031842,0.25,0.5116279069767415,0.5981772990886469,109,0.0
1,84,0.430722891566262,0.31567473294091997,0.4110398379473317,0.6537842190016079,0.1289598851296745,0.31547619047619335,0.6076759061833599,0.3333333333333357,0.4573643410852668,0.5124275062137542,108,0.0
1,85,0.32228915662648205,0.41595814257684793,0.4002363268062119,0.7326892109500847,0.15413263932513388,0.3035714285714306,0.7697228144989197,0.3333333333333357,0.6744186046511587,0.5382491024578826,107,0.0
1,86,0.18975903614457934,0.3871811641595855,0.3597231600270092,0.6183574879227081,0.11455622363816076,0.31547619047619335,0.6673773987206886,0.5,0.6201550387596875,0.6908312620822983,106,0.0
1,87,0.33734939759037275,0.3411816001744086,0.5207629979743409,0.6843800322061213,0.12918424122767647,0.29166666666666785,0.5842217484008358,0.25,0.5736434108527142,0.6158519745926512,105,0.0
1,88,0.2259036144578488,0.22345759755832262,0.4024307900067505,0.7455716586151482,0.11217804899936823,0.3630952380952408,0.7484008528784756,0.3333333333333357,0.5891472868217029,0.5722176194421422,104,0.0
1,89,0.31024096385542066,0.2984521473730126,0.33710330857528703,0.6537842190016079,0.15036345687875752,0.3630952380952408,0.6098081023454114,0.3333333333333357,0.6279069767441854,0.600110466721901,103,0.0
1,90,0.4397590361445509,0.2908218879441975,0.5178933153274841,0.4879227053140056,0.13254958269766348,0.2797619047619051,0.5970149253731307,0.25,0.651162790697672,0.7967412317039475,102,0.0
1,91,0.23192771084336528,0.3008502289077839,0.3799797434166088,0.5942028985507193,0.13008166561967016,0.2797619047619051,0.6098081023454114,0.5,0.7519379844961236,0.6766086716376662,101,0.0
1,92,0.5060240963855449,0.41399607586658504,0.31262660364618355,0.637681159420282,0.11949205779413319,0.3571428571428612,0.6865671641790954,0.3333333333333357,0.6589147286821699,0.6324219828776592,100,0.0
1,93,0.4939759036144551,0.4948768258120779,0.44277515192437633,0.6795491143317349,0.11729336803374935,0.3630952380952408,0.5842217484008358,0.3333333333333357,0.5581395348837184,0.4881248273957439,99,0.0
1,94,0.3734939759036138,0.26662306518421985,0.38301823092505316,0.6457326892109592,0.1081396392353966,0.375,0.6226012793177063,0.4166666666666714,0.550387596899224,0.6650096658381699,98,0.0
1,95,0.49698795180722755,0.14301286243732392,0.47012153950033664,0.6537842190016079,0.12169074755452414,0.31547619047619335,0.6886993603411469,0.5,0.480620155038757,0.5974868820767725,97,0.0
1,96,0.2951807228915868,0.28406365816437784,0.21792707629979802,0.5619967793880818,0.1210625504801186,0.32142857142857295,0.6332622601279212,0.3333333333333357,0.5736434108527142,0.5955537144435255,96,0.0
1,97,0.25903614457831736,0.5391323304992426,0.43146522619851524,0.5716586151368688,0.10935116216459306,0.3630952380952408,0.6353944562899727,0.3333333333333357,0.6744186046511587,0.5552333609500124,95,0.0
1,98,0.23795180722891018,0.43754087638979655,0.37660364618501063,0.4669887278582934,0.10661401776900448,0.3095238095238102,0.7718550106609712,0.25,0.6356589147286797,0.4987572493786274,94,0.0
1,99,0.3765060240963862,0.472858077174628,0.4031060094530723,0.6296296296296333,0.10504352508301196,0.32738095238095255,0.5820895522387985,0.4166666666666714,0.5271317829457338,0.46685998342999113,93,0.0
1,100,0.30421686746987575,0.4052757793765025,0.4912221471978384,0.7037037037037095,0.10764605581979225,0.4702380952380949,0.6098081023454114,0.3333333333333357,0.6124031007751931,0.7108533554266785,92,0.0
1,101,0.463855421686759,0.2864617396991562,0.3571910871033097,0.5668276972624824,0.13717131831642604,0.45833333333333215,0.6823027718550065,0.25,0.47286821705426263,0.7190002761668026,91,0.0
1,102,0.4939759036144551,0.39393939393939803,0.35735989196489015,0.5748792270531311,0.13295342367405993,0.38095238095238315,0.5735607675906209,0.4166666666666714,0.6201550387596875,0.6505109085887923,90,0.0
1,103,0.3012048192771033,0.22302158273381423,0.353814989871708,0.6103059581320451,0.14156869783720794,0.4285714285714306,0.579957356076747,0.3333333333333357,0.42635658914728225,0.7383319524993084,89,0.0
1,104,0.3253012048192545,0.42707652060170886,0.405131667792034,0.6135265700483075,0.10320380507942417,0.29166666666666785,0.7867803837953034,0.3333333333333357,0.6356589147286797,0.6146092239712786,88,0.0
1,105,0.24096385542168264,0.375844778722481,0.35398379473328845,0.5249597423510437,0.11949205779413319,0.2738095238095255,0.6652452025586229,0.4166666666666714,0.4883720930232549,0.6786799226732967,87,0.0
1,106,0.4427710843373234,0.39263134946588707,0.37474679270762934,0.6038647342995205,0.12604325585569143,0.3511904761904745,0.6012793176972195,0.3333333333333357,0.7286821705426334,0.7188621927644263,86,0.0
1,107,0.397590361445765,0.5251798561151162,0.43011478730587527,0.626409017713371,0.12092793682132452,0.29761904761904745,0.6524520255863564,0.6666666666666714,0.6744186046511587,0.7103010218171804,85,0.0
1,108,0.6867469879518069,0.32417702201875187,0.29068197164078313,0.737520128824471,0.11352418558736588,0.45238095238095255,0.603411513859271,0.4166666666666714,0.47286821705426263,0.5647611157138925,84,0.0
1,109,0.3855421686747036,0.33594942228036473,0.4532410533423352,0.6022544283413964,0.13192138562325795,0.4345238095238102,0.6247334754797436,0.5,0.7054263565891432,0.6378072355702855,83,0.0
1,110,0.4036144578313099,0.41356006104207665,0.32106684672518426,0.681159420289859,0.1331329085524544,0.4166666666666643,0.7078891257995679,0.4166666666666714,0.7131782945736447,0.553576360121518,82,0.0
1,111,0.4397590361445509,0.2908218879441975,0.43652937204591424,0.5861513687600706,0.1342098178228497,0.45833333333333215,0.6055437100213226,0.3333333333333357,0.6046511627906987,0.44090030378348644,81,0.0
1,112,0.4367469879518069,0.33616742969261537,0.3306887238352445,0.5378421900161072,0.13259445391726388,0.2202380952380949,0.684434968017058,0.5,0.5426356589147296,0.5889257111295194,80,0.0
1,113,0.4427710843373234,0.4318726836712443,0.41087103308575124,0.4927536231884062,0.1409853719824099,0.3630952380952408,0.6524520255863564,0.4166666666666714,0.5891472868217029,0.5742888704777656,79,0.0
1,114,0.3313253012047994,0.3788968824940113,0.3497636731937881,0.7149758454106205,0.11150498070537651,0.4345238095238102,0.63752665245201,0.5,0.5813953488372086,0.6644573322286647,78,0.0
1,115,0.4367469879518069,0.5188576411597978,0.4110398379473317,0.6892109500805219,0.12851117293368475,0.3452380952380949,0.5692963752665321,0.4166666666666714,0.6124031007751931,0.5633802816901365,77,0.0
1,116,0.430722891566262,0.20209287115762464,0.33322079675894756,0.7326892109500847,0.12554967244009418,0.3452380952380949,0.6204690831556547,0.5,0.6899224806201545,0.6310411488539032,76,0.0
1,117,0.3524096385542066,0.4083278831480328,0.4574611748818356,0.7632850241545981,0.12510096024410444,0.3988095238095255,0.5394456289978677,0.25,0.4573643410852668,0.389947528307097,75,0.0
1,118,0.3403614457831452,0.318944844124708,0.45729237002025513,0.7085346215780959,0.13187651440366466,0.4166666666666643,0.5586353944562745,0.4166666666666714,0.5736434108527142,0.5556476111571413,74,0.0
1,119,0.4397590361445509,0.5615870939611938,0.3749155975692098,0.6312399355877574,0.10840886655299187,0.4166666666666643,0.5906183368870046,0.5,0.6744186046511587,0.586302126484398,73,0.0
1,120,0.4819277108433653,0.4957488554610876,0.4292707629979766,0.6135265700483075,0.121107421699719,0.44642857142857295,0.5650319829424433,0.4166666666666714,0.5193798449612395,0.56876553438277,72,0.0
1,121,0.4277108433734895,0.49095269239154504,0.5005064145847413,0.6199677938808463,0.08633222650991712,0.3511904761904745,0.5565031982942372,0.5,0.379844961240309,0.7288041977354354,71,0.0
1,122,0.6295180722891587,0.49356878133856696,0.5354490209318037,0.5764895330112694,0.09270393969308088,0.44642857142857295,0.4754797441364502,0.4166666666666714,0.5581395348837184,0.53175918254626,70,0.0
1,123,0.6566265060240823,0.34052757793765664,0.3509453072248476,0.44927536231882925,0.12433814951090483,0.33333333333333215,0.6204690831556547,0.3333333333333357,0.5891472868217029,0.5492957746478879,69,0.0
1,124,0.38253012048193114,0.35099193372575144,0.3381161377447661,0.3880837359098166,0.14044691734721937,0.4166666666666643,0.5778251599147097,0.4166666666666714,0.5116279069767415,0.4693454846727434,68,0.0
1,125,0.5271084337349521,0.31458469587966675,0.4080013504388944,0.41706924315620597,0.10962038948218833,0.4642857142857153,0.6140724946695144,0.5,0.4186046511627879,0.5657276995305125,67,0.0
1,126,0.3855421686747036,0.2528885982123441,0.6119176232275478,0.6231884057971087,0.1228573992641131,0.38095238095238315,0.5671641791044806,0.3333333333333357,0.550387596899224,0.4621651477492392,66,0.0
1,127,0.5361445783132694,0.3457597558317005,0.291019581363944,0.637681159420282,0.11742798169254343,0.4642857142857153,0.5650319829424433,0.4166666666666714,0.5968992248061973,0.5288594310963859,65,0.0
1,128,0.3795180722891587,0.4977109221713576,0.4188048615800142,0.4653784219001551,0.15642107152472562,0.45833333333333215,0.6972281449893529,0.4166666666666714,0.550387596899224,0.5107705053852527,64,0.0
1,129,0.36144578313252396,0.4423370394593462,0.44176232275489724,0.41384863123992943,0.10926141972538517,0.45238095238095255,0.7100213219616194,0.4166666666666714,0.5426356589147296,0.512841756420876,63,0.0
1,130,0.4487951807228967,0.3239590146065012,0.506414584740039,0.4524959742350916,0.09530647042986118,0.3630952380952408,0.5970149253731307,0.5,0.4418604651162781,0.6239988953327824,62,0.0
1,131,0.5421686746987859,0.3213429256594722,0.5232950708980404,0.6199677938808463,0.10486404020461748,0.5059523809523832,0.5884861407249531,0.25,0.4573643410852668,0.6204087268710268,61,0.0
1,132,0.5963855421686901,0.5454545454545467,0.3968602295746102,0.5330112721417066,0.10010769092704663,0.422619047619051,0.6289978678038324,0.4166666666666714,0.3023255813953476,0.5860259596796453,60,0.0
1,133,0.3734939759036138,0.47089601046435803,0.4702903443619171,0.6392914653784345,0.13111370367047215,0.4285714285714306,0.5415778251599193,0.5,0.6279069767441854,0.4942004971002447,59,0.0
1,134,0.4939759036144551,0.274253324613035,0.3446995273463891,0.5394524959742455,0.10962038948218833,0.5357142857142847,0.603411513859271,0.4166666666666714,0.4186046511627879,0.5372825186412626,58,0.0
1,135,0.3734939759036138,0.316328755177679,0.41492234976367115,0.5217391304347814,0.1297675670824745,0.29166666666666785,0.4904051172707824,0.3333333333333357,0.550387596899224,0.5249930958298776,57,0.0
1,136,0.49096385542168264,0.298234139960762,0.37373396353815025,0.6972624798711706,0.08597325675311396,0.3452380952380949,0.6076759061833599,0.4166666666666714,0.480620155038757,0.38069594034796594,56,0.0
1,137,0.36746987951806886,0.515587529976024,0.38656313301823175,0.5700483091787447,0.08444763528672183,0.6190476190476204,0.6268656716417951,0.5,0.5658914728682127,0.5041425020712467,55,0.0
1,138,0.47590361445782037,0.409417920209286,0.5248143146522608,0.4927536231884062,0.12523557390289852,0.32738095238095255,0.6140724946695144,0.3333333333333357,0.6666666666666643,0.6520298260149104,54,0.0
1,139,0.5722891566265105,0.46304774362328516,0.5123227548953402,0.5475040257648942,0.10356277483622023,0.4880952380952408,0.49893390191897424,0.5,0.5736434108527142,0.618613642640149,53,0.0
1,140,0.5542168674698758,0.4327447133202611,0.4407494935854146,0.3703703703703667,0.1531006012743461,0.39285714285714235,0.5501066098080969,0.4166666666666714,0.5271317829457338,0.6575531621099131,52,0.0
